temperature,humidity,ph,water availability,season,label
15.82,38.44,5.65,126.04,winter,gram
19.74,43.25,7.01,156.83,winter,gram
13.18,33.33,5.72,174.69,winter,gram
14.97,37.24,6.16,105.96,winter,gram
12.04,45.5,6.32,116.31,winter,gram
19.38,39.76,5.61,168.17,winter,gram
19.18,39.68,6.09,116.48,winter,gram
13.19,35.56,7.28,158.9,winter,gram
11.06,49.68,6.07,157.48,winter,gram
13.58,30.33,6.79,137.48,winter,gram
13.68,47.33,5.81,122.27,winter,gram
18.66,42.93,5.64,144.27,winter,gram
10.06,46.53,5.63,113.81,winter,gram
11.97,34.79,7.38,156.65,winter,gram
13.94,43.76,7.24,138.19,winter,gram
12.43,33.96,6.75,139.77,winter,gram
17.14,39.83,7.1,113.28,winter,gram
14.85,35.71,7.44,176.03,winter,gram
10.89,37.42,7.43,106.36,winter,gram
16.62,46.76,6.66,168.76,winter,gram
14.56,34.61,6.17,105.35,winter,gram
16.44,46.84,6.07,118.26,winter,gram
18.39,33.03,5.58,109.69,winter,gram
16.08,33.76,6.56,126.69,winter,gram
14.89,46.79,6.41,102.35,winter,gram
13.57,30.72,7.04,100.42,winter,gram
12.51,46.52,5.69,149.99,winter,gram
18.18,30.83,7.39,125.3,winter,gram
11.44,37.55,7.1,147.49,winter,gram
15.81,48.82,6.89,122.25,winter,gram
17.45,47.05,6.9,102.9,winter,gram
11.17,33.35,6.33,174.67,winter,gram
14.33,43.51,6.85,120.36,winter,gram
14.43,38.48,6.38,171.54,winter,gram
14.85,38.33,7.41,132.27,winter,gram
16.88,31.38,5.54,175.24,winter,gram
12.41,37.24,6.16,162.53,winter,gram
18.69,39.13,6.96,116.57,winter,gram
13.91,41.65,6.0,172.27,winter,gram
19.31,36.84,6.46,176.79,winter,gram
14.42,43.75,7.2,163.95,winter,gram
16.59,48.94,5.72,121.48,winter,gram
17.14,32.63,6.72,103.29,winter,gram
16.83,42.15,5.83,158.35,winter,gram
11.03,44.92,6.73,127.74,winter,gram
15.85,36.85,5.54,113.92,winter,gram
18.06,37.43,5.79,105.44,winter,gram
14.92,41.32,5.59,136.8,winter,gram
12.0,39.76,7.18,126.83,winter,gram
19.45,36.16,6.35,137.5,winter,gram
19.26,38.7,7.42,169.29,winter,gram
18.22,36.73,6.48,126.05,winter,gram
11.63,45.9,7.33,149.01,winter,gram
18.7,35.84,6.33,137.12,winter,gram
13.58,34.47,5.82,122.4,winter,gram
14.4,44.71,6.92,148.15,winter,gram
13.32,44.07,5.65,115.1,winter,gram
17.56,42.0,6.87,158.45,winter,gram
13.73,34.13,5.93,123.92,winter,gram
10.8,36.23,7.2,160.54,winter,gram
14.86,46.28,6.78,144.83,winter,gram
10.43,33.31,6.79,179.86,winter,gram
10.05,49.2,5.57,105.84,winter,gram
27.84,79.74,6.03,230.95,rainy,rice
22.85,77.84,5.77,260.11,rainy,rice
24.26,79.28,7.11,257.2,rainy,rice
26.84,78.28,5.53,298.85,rainy,rice
26.8,72.77,7.42,280.56,rainy,rice
24.08,73.82,6.31,267.69,rainy,rice
22.56,72.67,7.15,235.17,rainy,rice
25.26,73.76,5.91,209.07,rainy,rice
24.14,88.7,6.25,232.93,rainy,rice
28.04,74.38,6.52,205.02,rainy,rice
27.45,79.58,5.64,231.97,rainy,rice
28.42,84.35,7.44,283.92,rainy,rice
23.84,85.17,7.33,215.11,rainy,rice
25.03,78.32,6.03,254.56,rainy,rice
27.98,79.52,6.75,279.04,rainy,rice
27.61,87.09,6.14,285.54,rainy,rice
29.55,85.83,5.94,214.14,rainy,rice
23.91,76.43,7.26,233.11,rainy,rice
27.63,80.78,5.69,200.88,rainy,rice
23.26,85.13,6.3,270.86,rainy,rice
28.79,71.41,6.89,209.56,rainy,rice
29.31,82.65,6.41,281.25,rainy,rice
29.86,77.37,6.17,291.09,rainy,rice
22.39,71.08,6.34,224.06,rainy,rice
23.38,85.1,6.03,290.07,rainy,rice
26.7,80.96,6.37,220.11,rainy,rice
28.24,74.79,7.16,294.95,rainy,rice
23.55,86.4,5.82,292.96,rainy,rice
28.71,71.26,6.0,249.27,rainy,rice
29.78,79.04,6.94,296.07,rainy,rice
24.79,77.0,6.51,268.13,rainy,rice
28.52,89.47,5.71,261.46,rainy,rice
23.58,76.37,6.93,210.39,rainy,rice
26.06,74.32,6.51,236.55,rainy,rice
27.84,75.01,6.13,270.36,rainy,rice
22.12,76.43,7.28,220.48,rainy,rice
26.34,85.87,7.18,268.59,rainy,rice
23.68,77.47,6.91,255.24,rainy,rice
26.71,74.16,6.64,205.76,rainy,rice
28.37,73.44,5.89,275.94,rainy,rice
28.5,81.3,6.02,259.02,rainy,rice
28.35,74.37,6.68,229.78,rainy,rice
29.07,70.18,5.77,286.49,rainy,rice
28.52,79.33,6.62,226.97,rainy,rice
26.31,72.37,5.94,278.5,rainy,rice
26.1,87.74,6.67,291.37,rainy,rice
25.99,78.16,7.0,282.33,rainy,rice
27.96,70.75,6.67,275.58,rainy,rice
28.77,82.73,5.67,218.23,rainy,rice
24.56,86.64,5.85,276.32,rainy,rice
25.4,72.87,7.33,252.25,rainy,rice
26.47,74.58,7.47,225.34,rainy,rice
27.07,84.96,6.05,262.34,rainy,rice
29.54,80.86,7.44,207.82,rainy,rice
27.81,85.04,7.1,227.52,rainy,rice
28.37,84.51,5.59,275.84,rainy,rice
24.79,70.91,7.19,245.79,rainy,rice
22.62,80.36,6.72,215.35,rainy,rice
24.98,70.7,5.83,266.38,rainy,rice
29.07,81.75,6.48,200.33,rainy,rice
28.19,80.72,6.25,210.05,rainy,rice
29.5,87.67,6.35,264.61,rainy,rice
25.32,72.77,5.83,251.49,rainy,rice
29.18,78.66,6.99,299.05,rainy,rice
24.33,80.16,7.28,213.85,rainy,rice
26.65,86.89,6.82,263.74,rainy,rice
23.53,86.44,6.48,227.63,rainy,rice
22.35,73.08,5.97,230.15,rainy,rice
26.65,87.21,6.63,200.14,rainy,rice
23.34,76.56,6.69,246.05,rainy,rice
29.47,76.99,5.81,274.33,rainy,rice
26.35,86.07,7.04,262.27,rainy,rice
29.08,80.13,5.64,236.26,rainy,rice
27.51,76.76,5.95,242.59,rainy,rice
25.76,88.88,5.88,270.48,rainy,rice
26.98,85.46,6.76,233.68,rainy,rice
24.17,79.63,6.79,257.87,rainy,rice
24.2,75.24,6.16,239.92,rainy,rice
25.37,87.75,6.88,230.64,rainy,rice
25.5,75.51,5.94,239.04,rainy,rice
25.36,86.98,6.69,256.35,rainy,rice
23.85,73.08,6.24,212.26,rainy,rice
27.48,82.45,7.5,213.94,rainy,rice
25.29,72.62,6.73,200.41,rainy,rice
26.26,77.24,6.42,279.78,rainy,rice
27.66,76.4,5.55,258.98,rainy,rice
22.26,76.47,7.3,221.29,rainy,rice
23.97,85.2,6.78,220.56,rainy,rice
25.84,87.82,5.77,231.04,rainy,rice
24.5,88.0,6.9,215.19,rainy,rice
29.6,83.46,7.4,213.7,rainy,rice
29.9,78.78,6.72,206.07,rainy,rice
27.33,81.85,6.5,209.88,rainy,rice
29.29,75.09,6.71,252.66,rainy,rice
23.27,85.78,6.49,252.65,rainy,rice
22.4,73.76,6.61,281.24,rainy,rice
26.3,72.52,6.16,287.99,rainy,rice
27.75,78.59,6.9,275.17,rainy,rice
24.51,89.03,5.73,265.46,rainy,rice
22.37,75.73,6.12,266.2,rainy,rice
25.63,72.86,6.74,268.87,rainy,rice
23.9,76.31,6.35,267.69,rainy,rice
25.77,79.18,6.97,282.61,rainy,rice
25.84,79.94,5.77,214.42,rainy,rice
27.8,81.88,7.49,225.34,rainy,rice
23.88,71.49,6.88,263.7,rainy,rice
29.57,73.71,7.32,271.64,rainy,rice
24.06,79.88,5.63,229.67,rainy,rice
29.14,84.33,5.52,280.12,rainy,rice
27.26,82.32,6.01,281.97,rainy,rice
27.38,71.26,5.78,294.1,rainy,rice
24.25,87.64,7.04,263.42,rainy,rice
25.01,76.77,6.24,226.45,rainy,rice
24.56,85.71,6.25,261.51,rainy,rice
24.39,84.38,5.56,283.24,rainy,rice
22.95,88.09,7.25,202.31,rainy,rice
28.94,78.1,5.99,212.38,rainy,rice
26.52,89.55,6.16,283.33,rainy,rice
24.63,77.28,7.18,204.87,rainy,rice
29.18,72.5,6.52,256.0,rainy,rice
23.22,85.2,6.86,250.19,rainy,rice
25.4,78.9,5.86,226.51,rainy,rice
29.52,82.52,6.61,203.1,rainy,rice
24.7,78.64,7.15,258.85,rainy,rice
23.25,71.82,6.95,209.53,rainy,rice
24.85,71.17,6.3,220.09,rainy,rice
29.58,85.29,5.79,255.24,rainy,rice
22.37,76.74,6.73,237.42,rainy,rice
23.18,82.17,5.6,204.73,rainy,rice
22.92,85.69,6.74,271.19,rainy,rice

24.36,82.01,7.23,259.18,rainy,rice
22.44,84.12,5.82,285.78,rainy,rice
25.09,75.22,6.35,287.64,rainy,rice
25.95,78.28,5.65,275.65,rainy,rice
27.54,73.02,6.36,238.88,rainy,rice
23.75,80.72,7.18,262.86,rainy,rice
26.72,76.46,7.21,231.16,rainy,rice
24.04,88.92,7.08,291.19,rainy,rice
26.56,70.17,6.17,229.3,rainy,rice
27.51,77.66,6.91,244.81,rainy,rice
23.91,85.67,7.44,218.79,rainy,rice
23.06,76.31,6.08,283.35,rainy,rice
22.31,72.1,7.0,204.34,rainy,rice
23.24,85.9,7.01,271.5,rainy,rice
29.12,87.35,5.5,205.64,rainy,rice
26.28,79.02,6.25,285.9,rainy,rice
24.74,84.62,6.23,200.19,rainy,rice
27.38,78.53,6.54,250.35,rainy,rice
28.93,74.24,6.36,266.44,rainy,rice
23.71,85.87,7.19,206.6,rainy,rice
22.71,83.6,7.15,227.41,rainy,rice
26.12,78.57,7.24,237.11,rainy,rice
29.66,74.66,7.21,294.33,rainy,rice
28.03,83.47,6.98,293.48,rainy,rice
27.91,80.55,5.77,216.95,rainy,rice
25.81,73.81,7.38,202.71,rainy,rice
25.79,77.55,5.81,203.35,rainy,rice
22.8,85.45,6.64,294.74,rainy,rice
23.89,88.86,6.55,273.28,rainy,rice
27.6,73.52,7.22,231.27,rainy,rice
22.31,87.22,6.73,272.42,rainy,rice
28.68,77.54,7.25,254.42,rainy,rice
22.5,86.84,5.52,263.8,rainy,rice
26.53,79.18,7.31,236.13,rainy,rice
23.06,80.77,6.16,221.25,rainy,rice
22.29,71.35,6.03,222.27,rainy,rice
26.25,89.34,5.78,277.85,rainy,rice
26.88,76.46,5.61,210.11,rainy,rice
25.81,71.02,7.48,297.35,rainy,rice
29.06,86.4,6.66,281.56,rainy,rice
26.18,85.72,5.94,287.41,rainy,rice
24.52,84.67,7.03,286.98,rainy,rice
22.75,74.08,7.01,230.58,rainy,rice
29.52,76.35,6.28,270.32,rainy,rice
28.0,79.91,6.87,255.13,rainy,rice
27.9,78.88,6.01,297.14,rainy,rice
23.63,84.11,6.34,230.82,rainy,rice
29.57,85.01,5.53,268.58,rainy,rice
29.44,74.41,6.34,299.54,rainy,rice
23.53,73.14,6.06,215.98,rainy,rice
23.01,79.08,7.07,209.79,rainy,rice
22.74,73.86,6.99,290.85,rainy,rice
25.13,70.01,6.69,214.07,rainy,rice
24.7,88.32,6.81,232.01,rainy,rice
28.95,75.68,6.63,299.32,rainy,rice
28.79,84.88,6.33,296.86,rainy,rice
28.41,87.53,6.65,258.09,rainy,rice
22.33,70.63,6.11,227.51,rainy,rice
24.12,79.77,6.87,244.79,rainy,rice
24.83,77.28,6.63,255.37,rainy,rice
23.75,75.46,6.67,242.08,rainy,rice
25.08,80.03,7.25,289.19,rainy,rice
23.0,81.87,6.85,256.85,rainy,rice
28.24,75.06,6.52,234.88,rainy,rice
22.59,79.27,5.71,255.12,rainy,rice
26.25,74.51,6.37,207.43,rainy,rice
27.01,83.71,6.9,213.55,rainy,rice
22.86,88.46,6.16,216.41,rainy,rice
24.94,70.33,6.41,248.16,rainy,rice
22.53,81.3,6.32,276.5,rainy,rice
25.81,71.17,7.31,293.44,rainy,rice
23.24,72.85,5.78,204.49,rainy,rice
29.24,79.76,6.2,213.18,rainy,rice
24.4,80.51,6.72,207.1,rainy,rice
23.83,70.57,6.14,269.89,rainy,rice
24.62,77.86,6.1,205.1,rainy,rice
27.45,86.19,5.62,242.53,rainy,rice
28.2,83.16,7.4,233.28,rainy,rice
29.48,79.54,7.12,294.75,rainy,rice
26.26,76.68,7.17,233.01,rainy,rice
26.71,70.3,6.05,283.61,rainy,rice
23.89,78.72,6.19,290.04,rainy,rice
29.66,87.23,6.46,276.34,rainy,rice
28.0,75.83,5.57,231.97,rainy,rice
26.1,72.48,7.1,247.49,rainy,rice
29.58,70.94,6.26,259.71,rainy,rice
26.08,70.92,7.06,203.71,rainy,rice
22.12,79.89,7.44,296.47,rainy,rice
29.72,80.87,6.53,281.97,rainy,rice
28.76,73.34,6.2,203.37,rainy,rice
26.13,77.9,7.17,284.71,rainy,rice
29.67,88.01,7.46,266.19,rainy,rice
29.42,81.2,6.61,209.57,rainy,rice
25.79,72.8,6.06,213.91,rainy,rice
27.18,86.89,5.98,244.37,rainy,rice
25.0,82.92,7.21,216.56,rainy,rice
26.12,79.82,6.31,232.98,rainy,rice
25.04,87.83,7.18,247.72,rainy,rice
24.49,88.67,6.25,273.95,rainy,rice
26.52,76.25,5.91,232.04,rainy,rice
25.11,88.58,6.91,235.94,rainy,rice
28.95,84.69,5.87,287.52,rainy,rice
28.81,87.7,5.68,287.82,rainy,rice
28.26,81.31,5.74,282.89,rainy,rice
26.65,80.42,5.85,244.91,rainy,rice
27.66,71.95,7.15,248.5,rainy,rice
27.52,81.04,6.25,233.69,rainy,rice
28.11,88.94,6.66,298.36,rainy,rice
25.81,84.76,6.48,252.53,rainy,rice
27.48,86.12,6.05,223.19,rainy,rice
28.91,89.03,6.76,269.4,rainy,rice
26.86,81.56,5.91,249.46,rainy,rice
26.08,89.65,7.09,255.33,rainy,rice
26.82,72.5,6.75,266.53,rainy,rice
28.43,74.95,7.03,239.59,rainy,rice
29.31,71.54,7.06,295.34,rainy,rice
26.09,73.05,6.31,273.48,rainy,rice
25.34,83.4,6.32,254.34,rainy,rice
26.71,74.49,6.32,219.08,rainy,rice
22.32,80.11,6.72,222.8,rainy,rice
24.93,80.1,7.09,258.32,rainy,jute
27.92,74.16,6.16,272.73,rainy,jute
28.91,84.12,5.89,263.71,rainy,jute
28.69,85.0,6.34,224.28,rainy,jute
28.06,77.33,6.39,258.17,rainy,jute
28.46,78.14,5.85,222.44,rainy,jute
28.38,82.05,6.74,286.02,rainy,jute
28.24,80.79,6.51,209.13,rainy,jute
26.84,75.58,6.16,287.65,rainy,jute
29.24,76.31,7.23,272.88,rainy,jute
26.39,87.96,6.4,269.7,rainy,jute
25.06,79.83,5.74,215.36,rainy,jute
27.27,80.18,6.88,296.0,rainy,jute
24.94,78.1,6.65,273.96,rainy,jute
29.09,86.52,6.08,200.85,rainy,jute
22.55,87.6,6.42,299.16,rainy,jute
26.88,85.23,5.81,295.02,rainy,jute
26.95,85.56,7.05,204.35,rainy,jute
27.11,77.71,5.93,236.84,rainy,jute
29.06,72.24,7.48,264.86,rainy,jute
24.48,82.79,6.33,208.18,rainy,jute
28.44,89.63,6.98,267.4,rainy,jute
29.48,70.74,7.49,251.04,rainy,jute
28.45,71.03,6.24,275.9,rainy,jute
22.67,77.81,7.05,247.62,rainy,jute
26.43,84.34,5.6,273.91,rainy,jute
23.39,70.08,7.36,214.01,rainy,jute
25.45,78.52,7.15,207.13,rainy,jute
22.03,81.62,7.1,235.87,rainy,jute
29.42,74.88,6.49,267.33,rainy,jute
27.55,79.57,7.08,208.2,rainy,jute
22.33,75.66,7.39,222.24,rainy,jute
29.65,78.15,7.22,207.66,rainy,jute
23.28,88.38,5.73,241.73,rainy,jute
24.58,88.38,6.44,240.1,rainy,jute
26.03,84.91,6.31,298.19,rainy,jute
29.3,82.73,5.75,215.8,rainy,jute
22.04,74.86,6.1,242.3,rainy,jute
28.34,83.76,5.85,249.28,rainy,jute
27.5,77.42,5.95,227.84,rainy,jute
28.37,82.39,6.05,222.38,rainy,jute
28.55,74.74,6.75,224.11,rainy,jute
27.83,82.94,6.49,272.61,rainy,jute
27.59,77.17,6.8,251.03,rainy,jute
28.83,75.22,6.34,276.46,rainy,jute
29.35,87.95,5.76,203.99,rainy,jute
27.69,79.1,6.28,281.5,rainy,jute
22.45,72.19,6.41,237.84,rainy,jute
25.12,79.74,5.91,289.45,rainy,jute
29.16,84.7,6.83,243.18,rainy,jute
25.86,86.87,7.23,271.29,rainy,jute
28.73,78.43,6.02,262.18,rainy,jute
25.89,77.7,6.18,212.06,rainy,jute
22.3,73.49,5.88,277.63,rainy,jute
23.97,81.3,5.75,256.82,rainy,jute
25.47,77.07,7.07,286.13,rainy,jute
29.01,82.96,6.59,250.78,rainy,jute
29.49,87.66,6.89,252.43,rainy,jute
22.4,78.61,6.03,295.99,rainy,jute
22.88,70.02,6.07,232.33,rainy,jute
24.49,80.97,6.05,276.56,rainy,jute
23.52,71.67,6.12,258.96,rainy,jute
22.74,73.95,6.04,265.07,rainy,jute
22.58,82.09,6.66,254.67,rainy,jute
23.0,83.71,7.05,219.86,rainy,jute
24.47,79.45,6.49,223.41,rainy,jute
23.24,72.19,6.8,240.54,rainy,jute
28.57,71.17,6.15,202.61,rainy,jute
25.39,74.17,5.53,267.07,rainy,jute
26.57,81.37,6.67,272.79,rainy,jute
22.34,72.87,5.9,259.23,rainy,jute
26.32,76.48,6.5,214.37,rainy,jute
23.74,83.48,5.55,286.56,rainy,jute
25.65,73.84,6.97,299.5,rainy,jute
23.01,78.55,6.83,240.01,rainy,jute
26.75,71.12,5.61,269.56,rainy,jute
26.42,77.04,6.78,270.84,rainy,jute
22.38,80.81,6.86,241.71,rainy,jute
22.1,86.89,6.0,252.42,rainy,jute
28.87,79.38,6.61,246.94,rainy,jute
27.1,75.0,6.27,276.33,rainy,jute
24.88,84.13,5.65,252.41,rainy,jute
23.78,71.28,7.17,205.66,rainy,jute
22.45,79.96,6.14,227.43,rainy,jute
26.56,85.26,6.67,256.09,rainy,jute
28.18,83.77,7.0,277.44,rainy,jute
29.66,83.78,6.89,295.4,rainy,jute
23.47,73.1,7.48,204.36,rainy,jute
29.81,76.21,6.17,258.33,rainy,jute
28.84,84.03,5.94,290.3,rainy,jute
23.84,84.68,6.21,286.74,rainy,jute
23.07,74.04,7.24,224.64,rainy,jute
23.51,84.55,5.77,268.48,rainy,jute
22.0,84.11,6.26,274.12,rainy,jute
27.74,73.76,6.96,274.97,rainy,jute
22.99,87.89,6.72,204.98,rainy,jute
28.11,84.78,6.01,218.04,rainy,jute
29.37,72.78,5.99,254.52,rainy,jute
22.9,79.55,5.5,261.39,rainy,jute
24.49,89.17,6.95,254.32,rainy,jute
25.83,89.69,7.13,288.49,rainy,jute
24.72,82.63,6.26,218.35,rainy,jute
23.24,76.11,6.37,264.71,rainy,jute
26.59,77.59,6.16,261.87,rainy,jute
22.83,83.46,5.52,291.76,rainy,jute
26.2,87.19,6.45,210.66,rainy,jute
22.24,88.53,6.32,242.91,rainy,jute
24.46,85.24,6.24,262.91,rainy,jute
28.75,76.25,7.24,226.42,rainy,jute
26.21,87.21,5.55,266.71,rainy,jute
22.18,89.16,7.48,269.44,rainy,jute
22.73,89.22,6.81,269.55,rainy,jute
29.46,71.03,6.46,209.17,rainy,jute
25.13,88.87,6.99,253.79,rainy,jute
24.63,73.61,7.48,293.06,rainy,jute
23.86,83.5,6.79,258.22,rainy,jute
24.3,83.98,7.16,204.01,rainy,jute
23.41,81.7,6.78,256.93,rainy,jute
27.01,89.38,5.98,265.16,rainy,jute
28.85,84.34,6.44,280.47,rainy,jute
27.04,70.95,7.29,243.38,rainy,jute
25.85,80.48,6.9,230.93,rainy,jute
22.34,79.97,6.68,283.75,rainy,jute
27.89,70.34,7.22,270.51,rainy,jute
29.22,74.67,7.05,214.44,rainy,jute
27.58,89.23,6.37,274.96,rainy,jute
25.72,81.29,5.64,267.71,rainy,jute
26.93,81.46,7.29,297.45,rainy,jute
23.21,70.29,7.04,292.26,rainy,jute
24.6,72.68,5.98,212.18,rainy,jute
23.64,78.95,5.58,219.29,rainy,jute
29.34,75.35,7.23,245.62,rainy,jute
28.63,89.65,6.6,246.82,rainy,jute
29.65,71.38,6.36,279.97,rainy,jute
24.69,81.94,6.08,281.25,rainy,jute
28.81,75.52,6.77,290.79,rainy,jute
26.59,89.84,5.72,299.67,rainy,jute
23.22,86.87,5.87,202.31,rainy,jute
26.67,84.29,6.78,209.6,rainy,jute
23.0,88.6,5.9,221.32,rainy,jute
23.57,88.37,6.94,209.34,rainy,jute
27.42,72.28,6.28,249.18,rainy,jute
26.51,76.88,5.54,240.46,rainy,jute
28.8,74.67,6.01,209.4,rainy,jute
25.87,78.79,6.98,261.53,rainy,jute
26.35,76.72,7.3,231.59,rainy,jute
27.75,73.32,6.18,291.93,rainy,jute
27.69,85.27,7.26,271.79,rainy,jute
25.05,78.81,5.92,219.58,rainy,jute
25.18,83.22,6.78,241.3,rainy,jute
27.8,77.54,6.63,216.7,rainy,jute
27.15,86.09,7.43,206.29,rainy,jute
27.26,87.65,6.03,205.02,rainy,jute
29.02,86.78,6.52,254.86,rainy,jute
27.19,88.62,5.92,231.04,rainy,jute
27.54,87.59,6.54,270.69,rainy,jute
25.62,70.18,7.32,260.64,rainy,jute
27.28,86.73,6.3,203.48,rainy,jute
23.49,87.53,7.27,206.41,rainy,jute
25.86,89.38,6.67,208.01,rainy,jute
22.99,82.22,7.3,249.59,rainy,jute
29.5,89.84,5.64,225.04,rainy,jute
27.94,83.05,6.22,274.81,rainy,jute
29.01,72.88,5.71,268.23,rainy,jute
26.9,70.25,5.78,270.24,rainy,jute
27.0,80.73,6.46,287.15,rainy,jute
25.07,81.98,6.28,242.81,rainy,jute
25.69,72.87,6.12,258.98,rainy,jute
26.86,81.51,6.21,282.6,rainy,jute
24.17,82.52,5.76,264.78,rainy,jute
28.29,70.51,5.83,240.08,rainy,jute
29.33,87.48,6.19,209.91,rainy,jute
27.97,86.41,6.77,222.32,rainy,jute
28.37,85.92,6.99,260.65,rainy,jute
24.49,74.21,7.03,234.12,rainy,jute
29.16,87.85,7.42,278.77,rainy,jute
29.24,86.03,5.82,208.92,rainy,jute
27.01,87.6,6.44,268.63,rainy,jute
29.16,81.15,7.24,274.29,rainy,jute
29.03,84.95,5.92,258.37,rainy,jute
25.65,85.24,6.28,274.16,rainy,jute
27.88,85.47,6.2,239.4,rainy,jute
28.47,84.91,6.14,254.03,rainy,jute
24.93,83.13,7.07,217.57,rainy,jute
24.13,82.36,6.46,234.51,rainy,jute
25.37,83.9,6.2,283.55,rainy,jute
23.31,78.16,5.7,282.93,rainy,jute
24.76,79.98,5.58,203.18,rainy,jute
22.0,72.09,5.74,251.61,rainy,jute
24.74,78.83,7.46,227.77,rainy,jute
28.17,85.24,7.28,290.78,rainy,jute
26.03,87.52,6.73,278.61,rainy,jute
23.81,70.0,6.17,297.72,rainy,jute
27.55,88.53,6.07,231.32,rainy,jute
27.0,78.17,6.71,256.88,rainy,jute
29.49,75.41,7.1,259.68,rainy,jute
23.06,79.14,7.49,223.83,rainy,jute
22.2,79.2,6.45,244.88,rainy,jute
28.46,82.02,7.07,241.34,rainy,jute
25.64,81.41,6.3,228.55,rainy,jute
24.62,73.94,6.1,223.58,rainy,jute
26.19,76.0,7.34,288.33,rainy,jute
23.92,80.43,5.71,206.2,rainy,jute
23.49,75.25,5.78,297.92,rainy,jute
22.51,87.81,6.58,273.45,rainy,jute
22.07,86.6,6.78,245.38,rainy,jute
24.24,78.03,7.41,278.46,rainy,jute
23.83,82.13,7.41,278.4,rainy,jute
26.35,80.37,5.9,262.4,rainy,jute
28.14,74.13,7.3,206.63,rainy,jute
25.18,89.21,5.66,246.65,rainy,jute
23.61,87.84,7.13,243.63,rainy,jute
23.6,83.45,6.81,221.66,rainy,jute
22.72,83.81,6.87,263.36,rainy,jute
22.72,73.72,7.08,224.35,rainy,jute
23.7,88.14,5.82,265.41,rainy,jute
26.55,87.37,7.3,296.42,rainy,jute
28.55,86.96,6.75,282.05,rainy,jute
28.9,76.09,6.77,276.03,rainy,jute
26.32,70.47,7.3,267.67,rainy,jute
22.59,84.88,6.87,287.22,rainy,jute
25.96,88.2,7.44,273.52,rainy,jute
25.31,81.5,7.01,248.67,rainy,jute
27.46,74.69,5.93,291.86,rainy,jute
24.68,75.41,7.11,277.03,rainy,jute
23.31,86.73,5.93,200.78,rainy,jute
26.35,89.79,5.64,257.6,rainy,jute
26.85,74.45,6.37,212.2,rainy,jute
25.82,89.17,6.06,269.15,rainy,jute
23.76,80.7,7.11,202.73,rainy,jute
24.72,88.14,6.18,258.83,rainy,jute
24.97,77.86,7.1,224.33,rainy,jute
29.92,81.99,7.3,289.14,rainy,jute
22.59,82.28,5.75,260.69,rainy,jute
29.13,73.76,5.56,231.1,rainy,jute
27.52,77.13,5.99,274.99,rainy,jute
28.2,83.79,6.08,276.41,rainy,jute
27.83,87.03,7.06,272.64,rainy,jute
25.06,78.32,6.64,211.21,rainy,jute
27.0,78.36,6.6,217.92,rainy,jute
29.07,87.8,6.88,293.86,rainy,jute
28.85,75.18,5.65,214.29,rainy,jute
22.19,74.15,5.79,270.69,rainy,jute
29.13,79.45,6.3,224.76,rainy,jute
22.21,87.74,6.67,226.13,rainy,jute
23.66,84.47,6.67,216.19,rainy,jute
29.77,88.15,6.29,208.43,rainy,jute
26.23,79.16,5.54,288.91,rainy,jute
28.23,82.7,7.31,243.71,rainy,jute
26.45,73.18,6.82,216.52,rainy,jute
26.3,80.58,5.86,276.33,rainy,bajra
24.14,77.97,6.84,246.65,rainy,bajra
25.98,88.32,5.57,201.28,rainy,bajra
25.04,73.46,5.78,267.79,rainy,bajra
24.88,75.62,5.57,229.74,rainy,bajra
27.09,84.04,6.2,218.6,rainy,bajra
25.01,80.93,5.86,253.07,rainy,bajra
26.12,73.28,7.1,221.9,rainy,bajra
28.64,86.64,7.49,207.49,rainy,bajra
25.8,74.18,6.59,280.11,rainy,bajra
25.31,83.41,5.7,280.69,rainy,bajra
24.98,71.12,6.17,212.9,rainy,bajra
24.26,80.04,6.31,212.39,rainy,bajra
28.63,84.23,6.38,210.81,rainy,bajra
28.06,76.34,5.61,210.75,rainy,bajra
25.28,84.52,6.61,203.31,rainy,bajra
28.87,74.46,6.35,289.27,rainy,bajra
29.07,71.47,7.14,207.85,rainy,bajra
28.55,88.12,6.77,207.38,rainy,bajra
24.67,82.35,6.2,207.12,rainy,bajra
27.84,86.86,7.48,205.07,rainy,bajra
23.69,79.2,6.61,231.77,rainy,bajra
23.27,72.46,6.48,225.75,rainy,bajra
28.81,89.35,6.56,257.35,rainy,bajra
27.51,85.78,7.45,206.27,rainy,bajra
27.01,76.73,7.45,297.7,rainy,bajra
28.73,81.26,7.39,299.54,rainy,bajra
22.05,87.92,6.05,290.56,rainy,bajra
22.73,84.48,6.35,274.52,rainy,bajra
29.61,70.4,6.21,217.44,rainy,bajra
27.71,75.86,7.07,270.27,rainy,bajra
23.37,85.54,6.36,260.25,rainy,bajra
25.04,75.61,7.25,243.54,rainy,bajra
25.12,87.77,6.13,203.51,rainy,bajra
26.39,81.79,6.52,228.46,rainy,bajra
26.66,84.95,7.3,241.7,rainy,bajra
25.12,74.03,6.76,221.87,rainy,bajra
29.93,83.14,5.94,226.11,rainy,bajra
29.79,88.12,5.63,224.83,rainy,bajra
23.47,87.89,6.96,241.9,rainy,bajra
26.37,87.75,6.89,292.28,rainy,bajra
23.53,74.35,5.7,236.13,rainy,bajra
22.77,85.52,6.32,234.25,rainy,bajra
25.49,84.26,5.63,202.91,rainy,bajra
28.02,70.3,5.86,270.83,rainy,bajra
